brand,model,price,discount,ram_DDR4,ram_DDR5,ram_lpddr4x,bit,windows,ssd(GB),hdd(GB),display,warranty_years,warranty_accidental,processor_amd_quad,processor_amd_octa,processor_amd_hexa,processor_intel
Samsung,GALAXY BOOK2 CORE I5 12TH GEN,85990,16.0,0.0,0.0,8.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Acer,ASPIRE 7 RYZEN 5 HEXA CORE AMD R5,51990,32.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Apple,2022 MACBOOK AIR M2,149900,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Apple,2022 MACBOOK PRO M2,149000,23.65,0.0,0.0,0.0,0.0,other,256.0,0.0,13.3,1.0,0,0,0,0,0.0
Hp,PAVILION GAMING RYZEN 7 OCTA CORE AMD R7,75990,17.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,7,0,0.0
Hp,RYZEN 7 OCTA CORE 5700U,54990,23.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,7,0,0.0
Asus,VIVOBOOK PRO 15 OLED CORE I5 12TH GEN,89990,18.0,0.0,16.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Hp,INTEL CORE I3 11TH GEN,40490,11.0,8.0,0.0,0.0,64.0,10.0,256.0,0.0,14.0,1.0,0,0,0,0,3.0
Realme,BOOK,46990,14.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Hp,VICTUS RYZEN 5 HEXA CORE 5600H,62990,16.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,5,0.0
Dell,INSPIRON CORE I5 11TH GEN,73890,24.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Dell,CORE I5 12TH GEN,74990,23.0,8.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,5.0
Msi,PULSE GL66 CORE I7 11TH GEN,113990,18.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Realme,BOOK,59990,14.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,5.0
Dell,VOSTRO RYZEN 3 DUAL CORE R3,33990,32.0,8.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Asus,VIVOBOOK 14,47990,23.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,3.0
Hp,PAVILION CORE I7 12TH GEN,91990,19.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,14.0,1.0,0,0,0,0,7.0
Asus,VIVOBOOK 14 CORE I3 11TH GEN,39834,28.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.1,1.0,0,0,0,0,3.0
Asus,ROG ZEPHYRUS G15,157990,16.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,7,0,0.0
Asus,TUF GAMING F15 CORE I5 10TH GEN,65990,22.0,8.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,0,5.0
Lenovo,IDEAPAD 1 RYZEN 3 DUAL CORE 3250U,37990,30.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,0.0
Lenovo,CELERON DUAL CORE,29880,23.0,8.0,0.0,0.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,
Asus,VIVOBOOK 14,53990,23.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Msi,CROSSHAIR 15 CORE I7 12TH GEN,104990,22.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,7.0
Hp,VICTUS RYZEN 7 OCTA CORE 5800H,75990,15.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,16.1,1.0,0,0,7,0,0.0
Hp,RYZEN 5 HEXA CORE 5500U,46123,24.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,5,0.0
Acer,ASPIRE VERO,49990,23.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Lenovo,IDEAPAD GAMING 3 RYZEN 5 HEXA CORE AMD R5,58490,23.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,1,0,0,5,0.0
Acer,NITRO 5 RYZEN 5 HEXA CORE 5600H,63990,33.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,5,0.0
Hp,PAVILION PLUS CORE I5 12TH GEN,74990,15.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Asus,ROG ZEPHYRUS G15,161990,19.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Lenovo,IDEAPAD 3 CORE I5 12TH GEN,61490,25.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,5.0
Hp,ENVY X360 INTEL EVO CORE I7 12TH GEN,109990,13.0,16.0,0.0,0.0,0.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,0,7.0
Lenovo,IDEAPAD SLIM 5 RYZEN 7 HEXA CORE 5700U,64990,30.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,1,0,0,7,0.0
Asus,CHROMEBOOK FLIP TOUCH CELERON DUAL CORE,15990,50.0,4.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,
Dell,CORE I7 12TH GEN,104890,19.0,16.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,7.0
Asus,ZENBOOK 14X,159990,22.0,0.0,32.0,0.0,0.0,11.0,1024.0,0.0,14.0,1.0,0,0,0,0,9.0
Asus,TUF GAMING A15 RYZEN 5 HEXA CORE AMD R5,59990,21.0,8.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,5,0.0
Hp,G8 RYZEN 3 DUAL CORE AMD RYZEN 3 3250U 3RD GEN,28790,28.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,0.0
Lenovo,IDEAPAD 3 CORE I5 11TH GEN,55490,22.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,5.0
Lenovo,IDEAPAD RYZEN 5 HEXA CORE 5500U,50990,25.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,2.0,0,0,0,5,0.0
Dell,INSPIRON RYZEN 3 DUAL CORE 3250U,34990,30.0,8.0,0.0,0.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,0.0
Msi,GP66 LEOPARD CORE I7 11TH GEN,129990,25.0,16.0,0.0,0.0,64.0,10.0,1024.0,0.0,15.6,2.0,0,0,0,0,7.0
Hp,15S CORE I3 11TH GEN,39490,25.0,8.0,0.0,0.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,3.0
Hp,OMEN RYZEN 7 OCTA CORE AMD R7,108290,12.0,0.0,16.0,0.0,64.0,11.0,512.0,0.0,16.1,1.0,0,0,7,0,0.0
Asus,VIVOBOOK PRO 15 OLED CORE I5 12TH GEN,89990,18.0,0.0,16.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Hp,CORE I9 12TH GEN,299999,12.0,0.0,32.0,0.0,64.0,11.0,2048.0,0.0,17.3,1.0,0,0,0,0,9.0
Hp,VICTUS RYZEN 5 HEXA CORE 5600H,69990,15.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,5,0.0
Dell,INSPIRON RYZEN 3 QUAD CORE 5425U,43990,22.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,3,0,0,0.0
Hp,PAVILION INTEL CORE I3 11TH GEN,55497,12.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,3.0
Hp,PAVILION INTEL CORE I5 12TH GEN,77070,10.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Apple,2021 MACBOOK PRO M1 PRO,245990,5.0,0.0,0.0,0.0,0.0,other,1024.0,0.0,16.2,1.0,0,0,0,0,0.0
Msi,KATANA GF66 CORE I7 12TH GEN,80990,24.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,7.0
Dell,CORE I5 11TH GEN,89902,23.65,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Apple,2020 MACBOOK AIR M1,117900,23.65,8.0,0.0,0.0,0.0,other,512.0,0.0,13.3,1.0,0,0,0,0,0.0
Hp,PAVILION RYZEN 5 HEXA CORE AMD R5,61990,15.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,5,0.0
Asus,ROG ZEPHYRUS DUO 16,361990,16.0,0.0,32.0,0.0,64.0,11.0,2048.0,0.0,16.0,1.0,0,0,9,0,0.0
Hp,PAVILION RYZEN 5 HEXA CORE 5625U,52490,18.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,5,0.0
Hp,VICTUS RYZEN 7 OCTA CORE 5800H,78990,15.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,7,0,0.0
Asus,VIVOBOOK FLIP 14 CORE I3 11TH GEN,42990,35.0,0.0,0.0,8.0,64.0,11.0,256.0,0.0,14.0,1.0,0,0,0,0,3.0
Dell,CORE I3 11TH GEN,44890,22.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Hp,PAVILION X360 CORE I7 12TH GEN,89990,11.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,7.0
Asus,ROG FLOW X16,151990,26.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,16.0,1.0,0,0,7,0,0.0
Dell,RYZEN 5 HEXA CORE 5600H,70990,30.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,14.96,1.0,0,0,0,5,0.0
Hp,15S CORE I3 10TH GEN,40800,5.0,8.0,0.0,0.0,64.0,10.0,0.0,1024.0,15.6,1.0,0,0,0,0,3.0
Asus,VIVOBOOK FLIP 14 CORE I3 11TH GEN,46990,30.0,0.0,0.0,8.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,3.0
Dell,VOSTRO CORE I5 11TH GEN,56400,30.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Apple,2023 MACBOOK PRO M2 PRO,199900,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,14.0,1.0,0,0,0,0,0.0
Msi,CORE I7 12TH GEN,134990,12.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,2.0,0,0,0,0,7.0
Asus,VIVOBOOK 14 CORE I5 10TH GEN,48990,33.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Asus,TUF GAMING F17,94990,16.0,0.0,16.0,0.0,64.0,11.0,512.0,0.0,17.3,1.0,0,0,0,0,5.0
Dell,VOSTRO CORE I3 10TH GEN,41990,24.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Hp,PAVILION GAMING RYZEN 5 QUAD CORE 3550H,59990,23.65,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,5,0,0,0.0
Dell,INSPIRON 3000 CORE I3 11TH GEN,43500,24.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Apple,2022 MACBOOK AIR M2,113490,5.0,0.0,0.0,0.0,0.0,other,256.0,0.0,13.6,1.0,0,0,0,0,0.0
Lenovo,IDEAPAD GAMING 3 RYZEN 5 HEXA CORE 4600H,62490,23.65,8.0,0.0,0.0,64.0,10.0,256.0,1024.0,15.6,1.0,0,0,0,5,0.0
Asus,VIVOBOOK 15 CORE I3 11TH GEN,37990,28.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Dell,CORE I3 11TH GEN,44990,23.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Apple,2022 MACBOOK AIR M2,113990,4.0,0.0,0.0,0.0,0.0,other,256.0,0.0,13.6,1.0,0,0,0,0,0.0
Hp,CHROMEBOOK INTEL CORE I5 11TH GEN,56340,26.0,8.0,0.0,0.0,64.0,other,256.0,0.0,14.0,1.0,0,0,0,0,5.0
Dell,VOSTRO RYZEN 3 DUAL CORE R3,33990,32.0,8.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Dell,INSPIRON CORE I5 11TH GEN,71890,12.0,16.0,0.0,0.0,64.0,10.0,512.0,0.0,15.3,1.0,0,0,0,0,5.0
Dell,CORE I7 11TH GEN,101990,20.0,16.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,7.0
Hp,ENVY 13 INTEL EVO CORE I7 12TH GEN,102123,16.0,0.0,0.0,16.0,0.0,11.0,512.0,0.0,13.3,1.0,0,0,0,0,7.0
Hp,CHROMEBOOK X360 INTEL CELERON DUAL CORE,23990,23.0,4.0,0.0,0.0,64.0,other,0.0,0.0,15.0,1.0,0,0,0,0,
Hp,ENVY X360 INTEL EVO CORE I5 12TH GEN,84990,18.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Hp,PAVILION CORE I5 12TH GEN,72999,13.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Asus,ROG STRIX G15,174990,31.0,0.0,16.0,0.0,0.0,11.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Dell,CORE I9 12TH GEN,151990,23.0,16.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,9.0
Acer,ASPIRE 7 CORE I5 12TH GEN,57990,30.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Asus,VIVOBOOK 14,45990,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,3.0
Lenovo,IDEAPAD 1 RYZEN 5 QUAD CORE 3500U,45490,24.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,5,0,0,0.0
Msi,DELTA 15 AMD ADVANTAGE EDITION RYZEN 9 OCTA CORE 5900HX 5TH GEN,119990,36.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Asus,VIVOBOOK K15 OLED RYZEN 7 OCTA CORE AMD R7,60990,29.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,7,0,0.0
Apple,MACBOOK AIR M1,132900,23.65,16.0,0.0,0.0,0.0,other,512.0,0.0,13.3,1.0,0,0,0,0,0.0
Msi,CORE I9 12TH GEN,299990,37.0,0.0,32.0,0.0,64.0,11.0,2048.0,0.0,17.3,2.0,0,0,0,0,9.0
Asus,VIVOBOOK 14,47990,23.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,3.0
Dell,CORE I5 12TH GEN,87701,23.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Acer,NITRO 5 RYZEN 5 HEXA CORE 4600H,61490,38.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Apple,2022 MACBOOK AIR M2,139000,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Hp,SPECTRE INTEL EVO CORE I7 12TH GEN,138999,11.0,0.0,0.0,16.0,64.0,11.0,512.0,0.0,16.0,1.0,0,0,0,0,7.0
Asus,ROG ZEPHYRUS G15,211990,16.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Dell,CORE I7 12TH GEN,89890,20.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,13.3,1.0,0,0,0,0,7.0
Hp,255 G8 RYZEN 3 DUAL CORE AMD RYZEN3 3250,34190,23.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,0.0
Asus,ROG STRIX G15 RYZEN 9 OCTA CORE AMD R9,99990,27.0,16.0,0.0,0.0,0.0,10.0,512.0,0.0,15.6,1.0,0,0,9,0,0.0
Dell,INSPIRON CORE I5 12TH GEN,64490,22.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Acer,ASPIRE 3 PENTIUM SILVER,26490,19.0,4.0,0.0,0.0,64.0,11.0,256.0,0.0,14.0,1.0,0,0,0,0,
Dell,G15 CORE I5 12TH GEN,84490,18.0,0.0,8.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Asus,TUF GAMING A17 RYZEN 5 HEXA CORE AMD R5,64490,21.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,17.3,1.0,0,0,0,5,0.0
Acer,ASPIRE 5 CORE I5 11TH GEN,60090,97.0,8.0,0.0,0.0,64.0,10.0,256.0,1024.0,15.6,1.0,0,0,0,0,5.0
Lenovo,IDEAPAD GAMING CORE I7 10TH GEN,70890,30.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,1,0,0,0,7.0
Asus,VIVOBOOK ULTRA 14,40990,30.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,3.0
Hp,VICTUS INTEL CORE I7 12TH GEN,85990,15.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,7.0
Lenovo,IDEAPAD 3 RYZEN 5 HEXA CORE 5500U,48990,28.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,5,0.0
Lenovo,IDEAPAD 3 CORE I3 11TH GEN,37490,39.0,8.0,0.0,0.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,3.0
Asus,ROG ZEPHYRUS DUO 16,391990,16.0,0.0,32.0,0.0,64.0,11.0,2048.0,0.0,16.0,1.0,0,0,9,0,0.0
Hp,15S INTEL CORE I3 11TH GEN,39890,15.0,8.0,0.0,0.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,3.0
Infinix,INBOOK X2 PLUS CORE I5 11TH GEN,49990,16.0,0.0,0.0,16.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Alienware,CORE I7 10TH GEN,214790,79.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Asus,ROG STRIX SCAR 15,229990,17.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,0,9.0
Apple,2022 MACBOOK PRO M2,121990,6.0,0.0,0.0,0.0,0.0,other,256.0,0.0,13.3,1.0,0,0,0,0,0.0
Lenovo,CORE I3 11TH GEN,37890,35.0,8.0,0.0,0.0,0.0,11.0,256.0,1024.0,15.6,1.0,0,0,0,0,3.0
Apple,2021 MACBOOK PRO M1 PRO,225990,5.0,0.0,0.0,0.0,0.0,other,512.0,0.0,16.2,1.0,0,0,0,0,0.0
Asus,ROG STRIX G15 ADVANTAGE EDITION RYZEN 9 OCTA CORE AMD R9,154990,25.0,16.0,0.0,0.0,0.0,10.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Asus,VIVOBOOK 14,66990,19.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Asus,ROG STRIX G15 WITH 90WHR BATTERY RYZEN 7 OCTA CORE 5800H,146990,16.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,7,0,0.0
Hp,CORE I7 12TH GEN,199999,13.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,17.3,1.0,0,0,0,0,7.0
Dell,CORE I3 12TH GEN,49490,22.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Hp,PAVILION X360 CORE I5 12TH GEN,71990,16.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Asus,ROG FLOW Z13,151990,29.0,0.0,16.0,0.0,64.0,11.0,512.0,0.0,13.4,1.0,0,0,0,0,7.0
Dell,G15 RYZEN 5 HEXA CORE 5600H,74890,30.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Asus,VIVOBOOK 15 CORE I3 11TH GEN,39990,29.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Asus,ZENBOOK FLIP 13 OLED TOUCH PANEL INTEL EVO CORE I7 11TH GEN,104990,22.0,0.0,0.0,16.0,64.0,11.0,512.0,0.0,13.3,1.0,0,0,0,0,7.0
Lenovo,IDEAPAD GAMING 3 CORE I5 11TH GEN,58900,37.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Lenovo,LENOVO LEGION 5 PRO RYZEN 7 OCTA CORE 5800H,139990,28.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,16.0,3.0,1,0,7,0,0.0
Asus,ROG STRIX SCAR 15,281990,21.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,0,9.0
Msi,CORE I7 12TH GEN,170990,25.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,17.3,2.0,0,0,0,0,7.0
Hp,PAVILION GAMING RYZEN 5 QUAD CORE 3550H,54990,42.0,8.0,0.0,0.0,64.0,10.0,0.0,1024.0,15.6,1.0,0,5,0,0,0.0
Acer,NITRO 5 RYZEN 5 HEXA CORE 5600H,91490,29.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Gigabyte,AERO 5 KE4 CORE I7 12TH GEN,163953,23.65,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,2.0,0,0,0,0,7.0
Dell,INSPIRON CORE I5 11TH GEN,49903,45.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Apple,2021 MACBOOK PRO M1 PRO,183990,5.0,0.0,0.0,0.0,0.0,other,512.0,0.0,14.2,1.0,0,0,0,0,0.0
Realme,BOOK,46990,14.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Dell,INSPIRON CORE I5 11TH GEN,61990,25.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Hp,OMEN RYZEN 5 HEXA CORE AMD R5,77990,11.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,16.1,1.0,0,0,0,5,0.0
Hp,LAPTOP WITH BACKLIT KEYBOARD CORE I3 11TH GEN,41997,18.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Apple,2022 MACBOOK AIR M2,159000,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Dell,INSPIRON RYZEN 3 DUAL CORE 3250U,39990,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,0.0
Asus,RYZEN 3 DUAL CORE,33990,30.0,8.0,0.0,0.0,0.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,0.0
Asus,VIVOBOOK ULTRA RYZEN 7 OCTA CORE AMD R7,57990,31.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,7,0,0.0
Samsung,GALAXY BOOK2 CORE I5 12TH GEN,59990,25.0,0.0,0.0,8.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,5.0
Asus,ZENBOOK FLIP 13 OLED TOUCH PANEL INTEL EVO CORE I5 11TH GEN,83990,28.0,0.0,0.0,16.0,64.0,11.0,512.0,0.0,13.3,1.0,0,0,0,0,5.0
Asus,ROG STRIX G15 RYZEN 7 OCTA CORE AMD R7,76990,15.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,0,7,0,0.0
Gigabyte,G5 GE,109990,23.65,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,5.0
Hp,RYZEN 9 OCTA CORE 6900HX,154990,13.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,16.1,1.0,0,0,9,0,0.0
Hp,PAVILION INTEL CORE I5 12TH GEN,62999,13.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Dell,INSPIRON CORE I3 11TH GEN,43490,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Acer,ASPIRE 7 CORE I5 12TH GEN,64990,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Hp,CORE I7 12TH GEN,201973,23.65,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,16.1,1.0,0,0,0,0,7.0
Dell,RYZEN 5 HEXA CORE AMD R5,74890,26.0,16.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Infinix,X1 SLIM SERIES CORE I7 10TH GEN,51990,25.0,0.0,0.0,16.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,7.0
Apple,2022 MACBOOK AIR M2,139000,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Hp,RYZEN 7 OCTA CORE 5700U,60990,17.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,7,0,0.0
Asus,TUF GAMING F15,100990,30.0,0.0,16.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,7.0
Asus,ROG ZEPHYRUS G15,162990,16.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,7,0,0.0
Msi,GP65 LEOPARD CORE I7 10TH GEN,130990,10.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Asus,ROG FLOW X13,171990,15.0,0.0,32.0,0.0,0.0,11.0,1024.0,0.0,13.4,1.0,0,0,9,0,0.0
Lenovo,CELERON DUAL CORE,19990,44.0,4.0,0.0,0.0,0.0,other,256.0,256.0,15.6,1.0,0,0,0,0,
Asus,ROG ZEPHYRUS G15,129990,18.0,16.0,0.0,0.0,64.0,10.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Infinix,INBOOK X1 CORE I5 10TH GEN,47999,20.0,0.0,0.0,8.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Dell,INSPIRON CORE I3 10TH GEN,45890,18.0,8.0,0.0,0.0,64.0,11.0,256.0,1024.0,15.6,1.0,0,0,0,0,3.0
Dell,RYZEN 5 HEXA CORE AMD R5,71990,25.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Acer,PREDATOR HELIOS 300 CORE I9 11TH GEN,119990,25.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,0,9.0
